text,label,lang
light came land illegal came ttle needed plot,tenure,local
flood unsafe families path power street unsfe ward morning old,power,local
month pwer drain agan supply wire,power,local
flod familes delayed nobody meter month wire affected,power,local
road affected meter area needed road damaged path,road,local
blocked broken again dirty road morning title drain food moring,sanitation,local
light power meter our promisd since cut wire urgent wire missig community,power,local
title request people light land ilegal tite ward since lease,tenure,local
many tank people flod supply missing requet wter damaged,water,local
smell delayed broken area pipe office drain water missing,water,local
dust dirty road authority ward affected action path unsafe smell,road,local
suppy supply supply supply blocked people our suppy,water,local
plot supply childen ugent tap tap water pomised tank since,water,local
still our needed smell flood power affected liht tank leae wire,power,local
power blocked wire meter area cut,power,local
mter since broen smell broken request supply many cut,power,local
area plot night ofice illegal missing again tile dirty,tenure,local
water water again request supply many cut,water,local
cut urgent power powr wire poer again broken power,power,local
blocked water reqest dirty area came waste broken,sanitation,local
path chldren office blcked actin people sreet street title metr,road,local
many people lease nobody plot title missing tank again,tenure,local
community waste night damaged damaged dust stret illegal,road,local
authoity road lease blocked plot authority food sice sreet,road,local
came meter dmaged poer peple meter meter broken came illegal,power,local
mornig illegal water area morning authority dirty light people,water,local
stll nobody wire illegal meter again wire sill community since cut,power,local
tank waer mornng water drty smell our help dain smell request blockd broken drain,sanitation,local
damagd steet tile food land wire drain since waste reuest broen old morning,sanitation,local
smell stret pipe many path affected affected blocked path nobody stll unsafe,road,local
sreet action metr path liht water,road,local
steet area light pwer missing affectd illegal,power,local
authority pwer ward road ilegal road sill road damged urget light,road,local
land affeted wire action morning illegal our,power,local
ward action people street pwer office plot needed plot,tenure,local
meter children night street action cut wase light,power,local
children water office office broken promised smell children land tap water supply,water,local
cut flod water broken broen supply still acton plot affected tap power,water,local
unsafe people promised old tap promised pipe pipe,water,local
please cut lease month illegl delayed land cut families agin nigt,power,local
dirty missing agin diry ward neeed drin waste,sanitation,local
wate morning needd dust famiies drain broken tank,water,local
power light illegal illegal request help light last smell pipe ilegal since office,power,local
tap waer urgent tank delyed brken dirty cut people drty tank,water,local
still missing damaged morning delyed athority,water,local
poer missing wire wire wire night road cut meter,power,local
action dust urgent pople dust unsafe power bocked unafe,road,local
action still needed cut reqest street,road,local
supply spply unsafe proised damaged moning flood ward flood pipe ofice,road,local
plase dust community people illegal water power month poer,power,local
people broken road waste land spply acion people smell drain please,sanitation,local
wire came dran pipe dust affeced wire power please,power,local
title leae urgent tank title supply dirty land broken acion,water,local
plot came many cut land smel actin smell,tenure,local
nbody moth road dust broken tank our street mornig drain came,road,local
plase street road street families came street road flood affected,road,local
ward pwer old many drain drain ward,sanitation,local
flood mssing smll authority last communty sell flood,sanitation,local
power tank broken community help supply lease pipe morning,water,local
drty broken office action wire broken sice still wire,power,local
damaged ward ward old unafe street drain,road,local
many plot mter promised water lease lease tank illegal water,water,local
boken land tank supply dust road smell,water,local
road unsafe please requet street bloked steet help help affected,road,local
water meter wste blocked still dirty missing families many,sanitation,local
morning dran tank ugent pipe since communiy dust road,road,local
people families plot sice old autority delayed needed cut,tenure,local
damagd meter communty urent needed powr tank dust broken,power,local
road niht ward dust area last,road,local
broken last cut office path needed moring,water,local
nobody nobody cut blocked road last flood illegal,road,local
land title affected waste help morning blcked,sanitation,local
promised broken smell supply deayed broken month month needed,water,local
blocked wter dust damagd last needed plase,road,local
ttle land delayed help mising pipe still chldren lease still street,tenure,local
wter supply supply peope supply nobody noboy daaged,water,local
request supply water cut broken,water,local
diry rquest children sine waste tank,water,local
neded moning children help morning light wire still old,power,local
dirty night tap pipe people flood cut,water,local
wire needed dirty title diry drty last nigt promisd please drain,sanitation,local
water unsafe tap waer pipe nobody unsafe,water,local
drain broken nobody reqest road people,road,local
ilegal bloced land land help auhority dlayed plot illegal night,tenure,local
ward community tite meer lease poer title people,tenure,local
unsafe missing road people please,road,local
missing many affected dust water,road,local
smell cut dirty lease unsafe please area supply road damaged neded road,road,local
waste tank ward night tank waste blocked land broken smell suply,water,local
poer smell wire help plot our month wire month land,power,local
community plot pleae sreet wire damaged cut stret,power,local
since plot area children pipe watr tank,water,local
road again land affected street children missing month,tenure,local
people people night plot lease cut children,power,local
land broken morning missing supply water road again still last came morning,tenure,local
promsed dran power still plot morning smell delayed flood illegal please drain,sanitation,local
cut meter our wste wase please wire cut sill land,power,local
dust damaged blocked wate pomised blocked,road,local
pipe pipe water plot authority nobody pipe watr community tank title,water,local
meter pipe help pease missing,power,local
help since waste water waste authority,water,local
area moth missing ward area light lght peple daaged wire,power,local
light bocked cut broken many needed proised mornng damaged,power,local
wire office power sreet cut month water came office boken,power,local
month delayed waer supply pipe snce tank supply diry damaged,water,local
liht still power people wire sice waste,power,local
suply supply morning aain childrn broken pipe smell please unsafe water,water,local
illegl path plot meter path pease office missing deayed title,tenure,local
waste blocked steet chilren old old flod our,sanitation,local
dust blocked still wire power metr power dust unsafe,power,local
wire street street again path path agin missing old street steet,road,local
ward old cut morning promised month dirty flood tank,water,local
meter illeal ilegal help many flood smell since blocked please neeed dirty,sanitation,local
missing road tite office lease ation our needed,tenure,local
authority again road leae blocked brokn,road,local
dust ilegal pipe plot waer help,tenure,local
street office food area pipe community dirty dust mnth authority street road,road,local
cut still lease families dain cut damaged plot street,road,local
dirty supply children mornng dirty brokn smll broken unsafe water dirty,sanitation,local
path office illegal road waste damged urget help sine sreet dirty,road,local
mssing waste illegal dain road blocked night smell path pople,tenure,local
plot stll broken street path drty path daaged last,road,local
since last blocked request sreet path sell supply,road,local
water area action wire cut aain night broken light diry metr,power,local
ward requet meter road flood road promised stret street office dust,road,local
pwer affeted comunity tank our since water,power,local
people road morning flood road noody path daaged damaged,road,local
many urgent street promised missing stret street street,road,local
again powr office missing missing power many broken lese,power,local
help boken familis agin urgent cut pipe urgent unsafe help unsafe supply,water,local
office missing morning request missing sill cut road,tenure,local
dran last people smell pipe waste action plot smel request,sanitation,local
many our damged old title help dust,tenure,local
still land cut people meter pwer dain affectd promised,power,local
last authority dirty familis wter lease water flood illegal dirty pipe monh old,sanitation,local
night help action supply flood again diry dirty affected,sanitation,local
road path drain our illgal affeted please failies flood,sanitation,local
cut missing since many wire road bloked families wire,power,local
dust road urent many,road,local
morning wire area land meter month again lease,tenure,local
plot our drain office still night lease ilegal,tenure,local
light ward morning smel unsafe ation plot area old,tenure,local
chilren community water flood dust nobody,road,local
still meter wire urgent wire stil land,power,local
light broken water meter community help needed supply light night,power,local
supply wire water cut mnth authority cut ward moth tap,water,local
help sice water path request broen missing reqest broken please,sanitation,local
road cut our road path dust many blocked street dust damagd cut,road,local
help waste help flood our pipe nobody last smell illegal drain,sanitation,local
promised missing tank missing plot requst land dirty affeced broen,tenure,local
cut cut many came blocked tank meter,power,local
nobody missing please came ward,tenure,local
wire cut nobody blockd office wire broken wire water help,power,local
drain broken comunity power children smell smell blocked our,sanitation,local
drain meter wire cut plot damaged cut community boken children,power,local
request morning dirty last broken ward peple path smell,sanitation,local
metr illgal pwer wire tank authority mter path,power,local
promised flood unafe action path old came dirty nobody,road,local
smell promised blocked damaged dain old damaged plot,sanitation,local
again promised action path ligt,power,local
failies again broken please needed tank broen delayd people water help,water,local
land night lease supply power leae area lease land,tenure,local
ward still power many people flood since unsafe tank light again brken,power,local
old please pipe title land needed month land,tenure,local
unsfe lase please plot road cut,road,local
affected tile request plot failies promised dust dust authority,road,local
affected dust noboy brokn waste land light usafe,power,local
supply morning supply help dirty again water community night wire blcked illegal dust,power,local
